EstablecimientoGlosa;RegionGlosa;TipoEstablecimientoGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaGlosa;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
Centro Comunitario de Salud Familiar Puerto Chacabuco;Región De Aysén Del General Carlos Ibañez Del Campo;Centro Comunitario de Salud Familiar (CECOSF);Servicio de Salud;Primario;Aisén;;NO;No Aplica;-45.461686;-72.816539;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Ribera Sur;Región De Aysén Del General Carlos Ibañez Del Campo;Centro Comunitario de Salud Familiar (CECOSF);Servicio de Salud;Primario;Aisén;;NO;No Aplica;-45.41131;-72.69291;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital de Puerto Aysén;Región De Aysén Del General Carlos Ibañez Del Campo;Hospital;Servicio de Salud;Terciario;Aisén;01-01-1983;SI;Urgencia Hospitalaria (UEH);-45.408518;-72.683815;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-hospitalaria
Clínica de Trabajador Achs;Región De Aysén Del General Carlos Ibañez Del Campo;Clínica;Privado;No Aplica;Aisén;;NO;No Aplica;-45.407546;-72.684468;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-ambulatoria
Centro de Salud Familiar Puerto Aysen;Región De Aysén Del General Carlos Ibañez Del Campo;Centro de Salud Familiar (CESFAM);Servicio de Salud;Primario;Aisén;16-10-2017;NO;No Aplica;-45.405278;-72.702222;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Villa Ortega;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Coyhaique;;NO;No Aplica;-45.37192;-71.99313;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Ñirehuao;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Coyhaique;;NO;No Aplica;-45.26776;-71.71719;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Villa Mañihuales;Región De Aysén Del General Carlos Ibañez Del Campo;Centro Comunitario de Salud Familiar (CECOSF);Servicio de Salud;Primario;Aisén;30-01-2020;NO;No Aplica;-45.17201;-72.14587;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Puerto Aguirre;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Aisén;;NO;No Aplica;-45.16343;-73.52313;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Caleta Andrade;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Aisén;;NO;No Aplica;-45.15335;-73.51016;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural El Gato;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Coyhaique;;NO;No Aplica;-45.14893;-71.87475;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Villa Amengual;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Lago Verde;;NO;No Aplica;-44.74812;-72.21031;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital Dr. Jorge Ibar Bruce (Cisnes);Región De Aysén Del General Carlos Ibañez Del Campo;Hospital;Servicio de Salud;Primario;Cisnes;;SI;Urgencia Hospitalaria (UEH);-44.72603;-72.68078;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-hospitalaria
Posta de Salud Rural la Tapera;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Lago Verde;;NO;No Aplica;-44.6443;-71.67117;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Puyuhuapi;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Cisnes;;NO;No Aplica;-44.32358;-72.5573;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Isla Toto;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Cisnes;;NO;No Aplica;-44.25715;-73.208813;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Lago Verde;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Lago Verde;;NO;No Aplica;-44.24014;-71.8513;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Melimoyu;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Cisnes;;NO;No Aplica;-44.10994;-73.11775;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro de Salud Familiar la Junta;Región De Aysén Del General Carlos Ibañez Del Campo;Centro de Salud Familiar (CESFAM);Servicio de Salud;Primario;Cisnes;;NO;No Aplica;-43.97125;-72.40613;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Melinka;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Guaitecas;;NO;No Aplica;-43.896661;-73.745897;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Raúl Marín Balmaceda;Región De Aysén Del General Carlos Ibañez Del Campo;Posta de Salud Rural (PSR);Servicio de Salud;Primario;Cisnes;;NO;No Aplica;-43.773497;-72.954818;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural El Malito;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Palena;07-01-2011;NO;No Aplica;-43.61861;-72.00663;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital de Palena;Región De Los Lagos;Hospital;Servicio de Salud;Pendiente;Palena;;SI;Urgencia Hospitalaria (UEH);-43.61765;-71.80821;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-hospitalaria
Posta de Salud Rural Puerto Ramírez;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Palena;;NO;No Aplica;-43.481403;-72.128405;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural El Frío O Santa Lucía;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Chaitén;;NO;No Aplica;-43.41555;-72.36728;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Inio;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.36262;-74.12243;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural El Azul;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Futaleufú;;NO;No Aplica;-43.3231;-72.00914;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Piedras Blancas;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.24874;-73.6953;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Punta Liles O Laitec;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.219119;-73.619778;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Punta Paula O Coldita;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.189104;-73.692227;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital de Futaleufú;Región De Los Lagos;Hospital;Servicio de Salud;Pendiente;Futaleufú;08-09-2017;SI;Urgencia Hospitalaria (UEH);-43.18339;-71.86907;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-hospitalaria
Posta de Salud Rural Pelu;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.150328;-73.551745;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Laboratorio Biolab Ltda;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Quellón;;NO;No Aplica;-43.119468;-73.614694;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Laboratorio Clínico Corcovado;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Quellón;27-06-2018;NO;No Aplica;-43.118851;-73.614706;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Policlínico de la Achs Quellón;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Quellón;;NO;No Aplica;-43.11839;-73.61438;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Policlínico de la Mutual de Seguridad Cchc Quellón;Región De Los Lagos;Centro de Salud Privado;Privado;Secundario;Quellón;18-08-1981;NO;No Aplica;-43.118366;-73.617134;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Vista Hermosa;Región De Los Lagos;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Quellón;;NO;No Aplica;-43.11766;-73.60235;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Rukalaf;Región De Los Lagos;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Quellón;;NO;No Aplica;-43.1176;-73.63138;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Laboratorio Clínico Masterlab;Región De Los Lagos;Laboratorio Clínico;Privado;No Aplica;Quellón;06-04-2004;NO;No Aplica;-43.117229;-73.620351;Privado;Vigente en Operación Habitual;No Aplica;No Aplica
Centro Comunitario de Salud Familiar Villa Aytue;Región De Los Lagos;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Quellón;21-06-2018;NO;No Aplica;-43.111504;-73.618482;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital de Quellón;Región De Los Lagos;Hospital;Servicio de Salud;Pendiente;Quellón;;SI;Urgencia Hospitalaria (UEH);-43.11509;-73.61706;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-hospitalaria
Centro de Salud Familiar Quellón;Región De Los Lagos;Centro de Salud Familiar (CESFAM);Municipal;Primario;Quellón;;NO;No Aplica;-43.11444;-73.61254;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Yaldad;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.11152;-73.7089;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural El Espolón;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Futaleufú;;NO;No Aplica;-43.09361;-72.02093;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Candelaria (Quellón);Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.06352;-73.56214;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Chaullín;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.04116;-73.46106;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Coinco;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.039279;-73.640811;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Curanue;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.03516;-73.56828;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Auchac;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-43.028841;-73.539411;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Alqui;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Queilén;;NO;No Aplica;-42.98198;-73.4666;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural San Juan de Chadmo;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-42.97182;-73.58271;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Nepúe;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Queilén;;NO;No Aplica;-42.943622;-73.528561;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural San José;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Queilén;;NO;No Aplica;-42.92723;-73.58581;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Chadmo Central;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-42.92164;-73.68547;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital de Chaitén;Región De Los Lagos;Hospital;Servicio de Salud;Pendiente;Chaitén;04-09-2014;SI;Urgencia Hospitalaria (UEH);-42.91862;-72.71026;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Hospital Comunitario de Queilén;Región De Los Lagos;Hospital;Servicio de Salud;Primario;Queilén;;SI;Urgencia Hospitalaria (UEH);-42.883399;-73.473613;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-hospitalaria
Posta de Salud Rural Compu;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quellón;;NO;No Aplica;-42.877799;-73.698668;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Pureo;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Queilén;;NO;No Aplica;-42.85865;-73.66488;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Natri;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Chonchi;;NO;No Aplica;-42.84144;-73.74953;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural de CONTUY;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Queilén;;NO;No Aplica;-42.83526;-73.60461;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Apeche;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Queilén;;NO;No Aplica;-42.834244;-73.618558;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Pío - Pío;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Queilén;;NO;No Aplica;-42.81525;-73.54212;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Agoni Alto;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Queilén;;NO;No Aplica;-42.77188;-73.60496;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Pulpito;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Chonchi;;NO;No Aplica;-42.76111;-73.78861;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Chana;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Chaitén;;NO;No Aplica;-42.745111;-72.831228;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Talcán;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Chaitén;;NO;No Aplica;-42.74491;-72.96194;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Terao;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Chonchi;;NO;No Aplica;-42.71918;-73.66289;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Nayahue;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Chaitén;;NO;No Aplica;-42.71586;-73.07577;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Detif;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Puqueldón;;NO;No Aplica;-42.68489;-73.55596;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Centro Comunitario de Salud Familiar Huillinco;Región De Los Lagos;Centro Comunitario de Salud Familiar (CECOSF);Municipal;Primario;Chonchi;;NO;No Aplica;-42.67532;-73.89807;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Liucura (Puqueldón);Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Puqueldón;;NO;No Aplica;-42.6512;-73.60856;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Cucao;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Chonchi;;NO;No Aplica;-42.636638;-74.108388;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Capilla Antigüa;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quinchao;;NO;No Aplica;-42.633906;-73.267579;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Chulín;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Chaitén;;NO;No Aplica;-42.63047;-73.04044;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
Posta de Salud Rural Chaulinec la Villa;Región De Los Lagos;Posta de Salud Rural (PSR);Municipal;Primario;Quinchao;;NO;No Aplica;-42.626615;-73.296979;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-ambulatoria
